1,"Look What You Made Me Do","Taylor Swift",101676,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
2,"...Ready For It?","Taylor Swift",53190,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2
3,"What Lovers Do (feat. SZA)","Maroon 5",44238,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
4,"Friends (with BloodPop®)","Justin Bieber",42183,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
5,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",38709,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
6,"New Rules","Dua Lipa",36174,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,"Despacito - Remix","Luis Fonsi",36005,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
8,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",35719,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
9,รักตัวเอง,"Room 39",35345,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
10,"Shape of You","Ed Sheeran",34670,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
11,Attention,"Charlie Puth",33330,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
12,Havana,"Camila Cabello",32858,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
13,"Sorry Not Sorry","Demi Lovato",31981,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
14,"Strip That Down","Liam Payne",31573,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
15,"2U (feat. Justin Bieber)","David Guetta",30367,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
16,Silence,Marshmello,30216,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,รังเกียจกันไหม?,UrboyTJ,28324,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
18,"There for You","Martin Garrix",28174,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
19,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",27796,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
20,1-800-273-8255,Logic,27556,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
21,Thunder,"Imagine Dragons",27499,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
22,Mama,"Jonas Blue",25515,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
23,"Young Dumb & Broke",Khalid,24843,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
24,"Mi Gente","J Balvin",24781,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
25,"There's Nothing Holdin' Me Back","Shawn Mendes",24293,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
26,"I Like Me Better",Lauv,23022,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
27,"Lonely Together (feat. Rita Ora)",Avicii,22745,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
28,"Without You (feat. Sandro Cavazza)",Avicii,22285,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
29,"Something Just Like This","The Chainsmokers",21901,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
30,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",21880,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
31,คนละชั้น,Jaonaay,21655,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
