,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"Something Just Like This","The Chainsmokers",35132,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
26,"All Falls Down (feat. Juliander)","Alan Walker",34500,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
27,"Despacito - Remix","Luis Fonsi",34051,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
28,พอ,"Atom Chanakan",33217,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
29,rockstar,"Post Malone",31792,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
30,หน้าหนาวที่แล้ว,"The Toys",31553,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
31,"Dusk Till Dawn - Radio Edit",ZAYN,31285,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
32,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",31070,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
33,1-800-273-8255,Logic,30859,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
34,ถอนหายใจ,Mild,29355,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
35,Attention,"Charlie Puth",29089,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
36,รังเกียจกันไหม?,UrboyTJ,28685,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
37,ฝืนตัวเองไม่เป็น,"Non Tanon",28485,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
38,เป็นทุกอย่าง,"Room 39",28255,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
39,"There's Nothing Holdin' Me Back","Shawn Mendes",27642,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
40,บทสุดท้าย,"BANKK CA$H",27170,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
41,โลกที่ไม่มีเธอ,PORTRAIT,26859,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
42,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",26506,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
43,"Let You Down",NF,26422,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
44,"Look What You Made Me Do","Taylor Swift",25980,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
45,"Bad Luck",Lipta,25319,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
46,ยังคิดถึง...(Same),"Marc Tatchapon",24904,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
47,เจ็บจนไม่เข้าใจ,PORTRAIT,24888,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
48,"ฝัง (ใน) ใจ",ETC.,24650,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
49,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",23412,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
50,Silence,Marshmello,22874,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
51,"I Miss You (feat. Julia Michaels)","Clean Bandit",22481,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
52,"Never Be the Same","Camila Cabello",21657,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
53,Closer,"The Chainsmokers",21478,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
54,"Symphony (feat. Zara Larsson)","Clean Bandit",21167,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
55,"There for You","Martin Garrix",21037,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
56,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",21025,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
57,ครั้งหนึ่งไม่ถึงตาย,KLEAR,20814,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
58,"Strip That Down","Liam Payne",20678,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
59,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,20618,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
60,Naked,"James Arthur",20584,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
61,Universe,EXO,20419,https://open.spotify.com/track/5ptViFrfoKdGPTdd9oQCwr
62,"I Like Me Better",Lauv,20345,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
63,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",19747,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
64,เฉยเมย,YOUNGOHM,19537,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
65,Anywhere,"Rita Ora",19461,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
66,"Galway Girl","Ed Sheeran",19410,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
67,ก่อนฤดูฝน,"The Toys",19232,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
68,"Galaxy (feat. Kob The X Factor)","D Gerrard",19109,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
69,"Sorry Not Sorry","Demi Lovato",18924,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
70,เรื่องที่ขอ,Lula,18527,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
71,Sober,G-Eazy,18187,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
72,"Super Far",LANY,18140,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
73,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",18026,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
74,คนละชั้น,Jaonaay,17885,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
75,"That's What I Like","Bruno Mars",17785,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
76,"Gucci Gang","Lil Pump",17394,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
77,สารภาพ,Playground,17292,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
78,Wait,"Maroon 5",16938,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
79,"Lonely Together (feat. Rita Ora)",Avicii,16765,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
80,Gorgeous,"Taylor Swift",16743,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
81,DNA,BTS,16624,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
82,จดหมาย,"The Toys",16612,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
83,Mama,"Jonas Blue",16194,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
84,ไม่เป็นไร...เข้าใจ,"Violette Wautier",16154,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
85,Photograph,"Ed Sheeran",15905,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
86,เผด็จเกิร์ล,"Tattoo Colour",15664,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
87,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",15653,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
88,Believer,"Imagine Dragons",15528,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
89,"A Different Way (with Lauv)","DJ Snake",15178,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
90,Dreamer,"Axwell /\ Ingrosso",15100,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
91,HUMBLE.,"Kendrick Lamar",14968,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
92,Stay,Zedd,14847,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
93,"As If It's Your Last",BLACKPINK,14763,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
94,พัง..(ลำพัง),Getsunova,14633,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
95,"Slow Hands","Niall Horan",14630,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
96,มีแฟนแล้ว,"Oat Pramote",14623,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
97,"Say You Won't Let Go","James Arthur",14249,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
98,"Stranger Things",Kygo,14061,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
99,แต่ยังคิดถึง,"Two Popetorn",13867,https://open.spotify.com/track/2d0fVk9SD8Ad0Njn8RSdsM
100,หัวร้อน,"Jazz Spooknickpapiyongkookkook",13780,https://open.spotify.com/track/6tzRbJNdVlD8sQRO0zv5lO
101,Gashina,SUNMI,13705,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
102,"XO TOUR Llif3","Lil Uzi Vert",13660,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
103,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",13630,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
104,มือลั่น,"Jazz Spooknickpapiyongkookkook",13564,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
105,"피카부 Peek-A-Boo","Red Velvet",13409,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
106,Congratulations,"Post Malone",13371,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
107,Paris,"The Chainsmokers",13277,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
108,Then,Anne-Marie,12913,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
109,"แค่ฉันมีเธอ (Finn)","Room 39",12868,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
110,"Your Song","Rita Ora",12796,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
111,"I Found You - Kacha Version","Kacha Nontanun",12689,https://open.spotify.com/track/0oyrBuJpIzn8Um8FzXERex
112,New,Daya,12674,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
113,สุขสันต์วันเหงา,"Telex Telexs",12610,https://open.spotify.com/track/79UYIACWhJFMMuFcLHywPS
114,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",12504,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
115,"Stay With You","Cheat Codes",12493,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
116,"I Just Can't",R3HAB,12286,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
117,Pray,"Sam Smith",12245,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
118,Stargazing,Kygo,12208,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
119,Unforgettable,"French Montana",12183,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
120,"Spring Day",BTS,12151,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
121,"ปล่อย (Miss)","Clockwork Motionless",12036,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
122,"Mi Gente","J Balvin",11926,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
123,"No Limit",G-Eazy,11916,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
124,"Man's Not Hot","Big Shaq",11894,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
125,"รู้ยัง - Acoustic Live Session","Ton Thanasit",11887,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
126,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",11717,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
127,Energetic,"Wanna One",11608,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
128,Starboy,"The Weeknd",11574,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
129,"Feel It Still","Portugal. The Man",11548,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
130,"Tip Toe (feat. French Montana)","Jason Derulo",11497,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
131,"Échame La Culpa","Luis Fonsi",11485,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
132,Beautiful,"Wanna One",11375,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
133,"Nobody Compares To You",Gryffin,11360,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
134,เตลิด,Zeal,11221,https://open.spotify.com/track/2b37HBQW44oMZ6QephdHcJ
135,"It Ain't Me (with Selena Gomez)",Kygo,11193,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
136,"Friends (with BloodPop®)","Justin Bieber",10904,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
137,"ใต้ฟ้า (Tomorrow)",JETSET'ER,10904,https://open.spotify.com/track/4BmONvIG0LUUWCSd1dokyZ
138,รถคันเก่า,"Atom Chanakan",10853,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
139,"Blood Sweat & Tears",BTS,10819,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
140,"Ko Ko Bop",EXO,10775,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
141,"คำตอบอยู่ที่หัวใจ - เพลงประกอบ Sotus S The Series","Ton Thanasit",10663,https://open.spotify.com/track/6j7huohIJjGAUMqx7ZBVkS
142,"ไม่อยากเป็นของใคร - เพลงประกอบละคร แหวนดอกไม้","Gypso Ariigantha",10601,https://open.spotify.com/track/22ihZcod3FGKlZP3wibBtG
143,ลืมไปก่อน,"Buddha Bless",10586,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
144,"End Game","Taylor Swift",10536,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
145,เพื่อนรัก,"The Parkinson",10528,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
146,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,10523,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
147,"Bartier Cardi (feat. 21 Savage)","Cardi B",10519,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
148,"Versace On The Floor","Bruno Mars",10470,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
149,"I Fall Apart","Post Malone",10400,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
150,"빨간 맛 Red Flavor","Red Velvet",10351,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
151,Unpredictable,"Olly Murs",10254,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
152,"First Love","Lost Kings",10205,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
153,"REALLY REALLY",WINNER,10139,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
154,"Thinking Out Loud","Ed Sheeran",10109,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
155,"I Feel It Coming","The Weeknd",10103,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
156,"...Ready For It?","Taylor Swift",10076,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
157,"More Than You Know","Axwell /\ Ingrosso",10026,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
158,Restart,"Room 39",10024,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
159,"Candy Paint","Post Malone",9962,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
160,Lonely,JONGHYUN,9954,https://open.spotify.com/track/5efB9wfc6dn3pzll9ElIrH
161,"2U (feat. Justin Bieber)","David Guetta",9910,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
162,Location,Khalid,9786,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
163,ฉันมาบอกว่า,"Season Five",9774,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
164,ปรารถนาสิ่งใดฤๅ,Cocktail,9756,https://open.spotify.com/track/7bI8PTZQm50SunpI7TqiTS
165,เมื่อวาน,"Oat Pramote",9622,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
166,"ทางของฝุ่น (Dust)","Atom Chanakan",9529,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
167,"Both of Us","Yellow Claw",9505,https://open.spotify.com/track/6QcIPGlQpohjUNPpIv1OsB
168,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9488,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
169,คืนข้ามปี,"Da Endorphine",9465,https://open.spotify.com/track/12DssMinsDjVI4kHF57NL7
170,instagram,DEAN,9420,https://open.spotify.com/track/4LjlYndpXP76iDArlJaWXT
171,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",9355,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
172,打上花火,DAOKO×米津玄師,9325,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa
173,ผู้ชมที่ดี,MEAN,9317,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa
174,"Scared to Be Lonely","Martin Garrix",9276,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
175,หมายความว่าอะไร,MEAN,9269,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
176,ช่วงนี้(Karma),"Atom Chanakan",9251,https://open.spotify.com/track/4BQSRsJ1VX0KHkA4w2QCik
177,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",9200,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
178,"Ain't That Why",R3HAB,9126,https://open.spotify.com/track/6kxmBja0pKhbBXiAMMeXwh
179,ใช่มั้ย?,Oui,9117,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
180,"WHISTLE - KR Ver.",BLACKPINK,9057,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
181,พบกันใหม่,Polycat,9028,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
182,"We Could Go Back","Jonas Blue",9000,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
183,"Stay With Me",CHANYEOL,8987,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
184,เรื่องระหว่างทาง,Lula,8943,https://open.spotify.com/track/6G0ncT77pPAgY3fye63X84
185,"Labelle - Acoustic","Telex Telexs",8940,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
186,"Go Go",BTS,8938,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
187,"Don't Wanna Cry",SEVENTEEN,8934,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
188,เธอทำให้ได้รู้,Potato,8915,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
189,คนที่คุณก็รู้ว่าใคร,Stamp,8911,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
190,"Best Of Me",BTS,8895,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
191,เกี่ยวกันไหม(You?),"Ink Waruntorn",8771,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
192,"One Dance",Drake,8770,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
193,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",8768,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
194,"BOOMBAYAH - KR Ver.",BLACKPINK,8755,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
195,ปีใหม่ใหม่,"Rose Sirintip",8755,https://open.spotify.com/track/3UHQC2hbC2KwnQVgK86Szx
196,อ้าว,"Atom Chanakan",8708,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
197,"Last To Leave (feat. Caroline Ailin)","Louis The Child",8655,https://open.spotify.com/track/4v0134PgBTGsFJiGcV4eJk
198,PLEASE,"Atom Chanakan",8563,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
199,Homesick,"Dua Lipa",8506,https://open.spotify.com/track/5E5MqaS6eOsbaJibl3YeMZ
200,ไวน์,"Max Jenmana",8443,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
