,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Too Good At Goodbyes","Sam Smith",67194,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
2,Wolves,"Selena Gomez",56738,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
3,"What Lovers Do (feat. SZA)","Maroon 5",55115,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
4,Havana,"Camila Cabello",53394,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"How Long","Charlie Puth",53333,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
6,Perfect,"Ed Sheeran",50665,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
7,"New Rules","Dua Lipa",44611,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,"Dusk Till Dawn - Radio Edit",ZAYN,42544,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
9,รักตัวเอง,"Room 39",39303,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
10,"Shape of You","Ed Sheeran",34941,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
11,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",33897,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
12,รังเกียจกันไหม?,UrboyTJ,32590,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
13,"Young Dumb & Broke",Khalid,32060,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
14,1-800-273-8255,Logic,30649,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
15,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",30196,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
16,Silence,Marshmello,30156,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"All Falls Down (feat. Juliander)","Alan Walker",29329,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
18,Stargazing,Kygo,28836,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
19,Pray,"Sam Smith",28694,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
20,rockstar,"Post Malone",28542,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
21,"Let You Down",NF,28097,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
22,Thunder,"Imagine Dragons",27361,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
23,"There for You","Martin Garrix",27130,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
24,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",27098,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
25,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",27037,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
26,"Too Much To Ask","Niall Horan",26914,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
27,"Lonely Together (feat. Rita Ora)",Avicii,26245,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
28,บทสุดท้าย,"BANKK CA$H",26077,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
29,"I Miss You (feat. Julia Michaels)","Clean Bandit",26043,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
30,"Call It What You Want","Taylor Swift",25692,https://open.spotify.com/track/0tDfp0vFR95Gg6Mrhza3lX
31,"Sorry Not Sorry","Demi Lovato",25511,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
32,Attention,"Charlie Puth",25357,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
33,"Look What You Made Me Do","Taylor Swift",23695,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
