,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Perfect,"Ed Sheeran",63311,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2,"Too Good At Goodbyes","Sam Smith",60704,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
3,Havana,"Camila Cabello",55437,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,อย่าบอก,"Atom Chanakan",55209,https://open.spotify.com/track/7HITcKwc3WtCQdEHuiRji5
5,Wolves,"Selena Gomez",53137,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
6,"How Long","Charlie Puth",52071,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
7,"What Lovers Do (feat. SZA)","Maroon 5",51641,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
8,"New Rules","Dua Lipa",43255,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,"Shape of You","Ed Sheeran",40622,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
10,รักตัวเอง,"Room 39",40092,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
11,"Dusk Till Dawn - Radio Edit",ZAYN,39756,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
12,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",36192,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
13,"Young Dumb & Broke",Khalid,34825,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
14,รังเกียจกันไหม?,UrboyTJ,34561,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
15,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",31779,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
16,1-800-273-8255,Logic,30220,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
17,Silence,Marshmello,29612,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
18,"All Falls Down (feat. Juliander)","Alan Walker",29343,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
19,บทสุดท้าย,"BANKK CA$H",29056,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
20,"There for You","Martin Garrix",28660,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
21,ถอนหายใจ,Mild,28408,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
22,Thunder,"Imagine Dragons",27844,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
23,"Let You Down",NF,27590,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
24,ฝืนตัวเองไม่เป็น,"Non Tanon",27428,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
25,"Lonely Together (feat. Rita Ora)",Avicii,27376,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
26,rockstar,"Post Malone",27213,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
27,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",27192,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
28,Stargazing,Kygo,27165,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
29,Pray,"Sam Smith",26607,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
30,หน้าหนาวที่แล้ว,"The Toys",26029,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
31,Attention,"Charlie Puth",25336,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
32,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",25189,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
33,เป็นทุกอย่าง,"Room 39",25050,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
34,ครั้งหนึ่งไม่ถึงตาย,KLEAR,25022,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
35,"แค่ฉันมีเธอ (Finn)","Room 39",24134,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
36,ยังคิดถึง...(Same),"Marc Tatchapon",23996,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
37,"Stranger Things",Kygo,23219,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
38,"Sorry Not Sorry","Demi Lovato",23030,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
39,Beautiful,"Wanna One",22887,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
40,"I Like Me Better",Lauv,22682,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
41,"Bad Luck",Lipta,22287,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
42,"A Different Way (with Lauv)","DJ Snake",21879,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
43,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",21686,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
44,"Easy Love",Lauv,21289,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
45,Wait,"Maroon 5",21063,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
46,คนละชั้น,Jaonaay,20872,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
47,"I Miss You (feat. Julia Michaels)","Clean Bandit",20730,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
48,"Galway Girl","Ed Sheeran",20679,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
49,ก่อนฤดูฝน,"The Toys",19612,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
50,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",19459,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
51,มีแฟนแล้ว,"Oat Pramote",19343,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
52,"Too Much To Ask","Niall Horan",19251,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
53,"Friends (with BloodPop®)","Justin Bieber",18762,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
54,"Something Just Like This","The Chainsmokers",18572,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
55,โลกที่ไม่มีเธอ,PORTRAIT,18564,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
56,เรื่องที่ขอ,Lula,18457,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
57,"Walk On Water (feat. Beyoncé)",Eminem,18450,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
58,"Despacito - Remix","Luis Fonsi",18238,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
59,เฉยเมย,YOUNGOHM,18222,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
60,เจ็บจนไม่เข้าใจ,PORTRAIT,17967,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
61,"Look What You Made Me Do","Taylor Swift",17742,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
62,"Feel It Still","Portugal. The Man",17062,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
63,DNA,BTS,16481,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
64,New,Daya,16413,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
65,เผด็จเกิร์ล,"Tattoo Colour",16018,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
66,Mama,"Jonas Blue",15835,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
67,"Gucci Gang","Lil Pump",15832,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
68,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",15817,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
69,Rain,"The Script",15753,https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
70,"Super Far",LANY,15676,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
71,ช่วงนี้(Karma),"Atom Chanakan",15661,https://open.spotify.com/track/3LbX6aIcOxB1p0pOpYPLVu
72,"Just Like You","Louis Tomlinson",15464,https://open.spotify.com/track/5IF6IBPqbclVR7SQKmCIyA
73,Anywhere,"Rita Ora",15145,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
74,"Bedroom Floor","Liam Payne",15045,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
75,Panama,Matteo,14849,https://open.spotify.com/track/6JOzMswUGJMTZDtMHit0Cc
76,CLAP,SEVENTEEN,14840,https://open.spotify.com/track/19t5GSN3XsLB7UOsZD8Fwv
