,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DNA,BTS,83991,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
2,"Too Good At Goodbyes - Edit","Sam Smith",69457,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
3,"Look What You Made Me Do","Taylor Swift",68456,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
4,"What Lovers Do (feat. SZA)","Maroon 5",49970,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
5,"Dusk Till Dawn - Radio Edit",ZAYN,49794,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"Best Of Me",BTS,48750,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
7,"New Rules","Dua Lipa",46884,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,dimple,BTS,44619,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi
9,"Pied Piper",BTS,44293,https://open.spotify.com/track/0ffweDHrg4bZqdG4IfGYuo
10,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",42324,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
11,"Intro: Serendipity",BTS,41878,https://open.spotify.com/track/7iV733e1KacKrFRaBNxVEf
12,"...Ready For It?","Taylor Swift",39887,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
13,รักตัวเอง,"Room 39",39737,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
14,"Friends (with BloodPop®)","Justin Bieber",38998,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
15,"MIC Drop",BTS,38859,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b
16,Havana,"Camila Cabello",38582,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
17,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",37533,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
18,"Sorry Not Sorry","Demi Lovato",37118,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
19,"Shape of You","Ed Sheeran",36867,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
20,"Strip That Down","Liam Payne",36619,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
21,Attention,"Charlie Puth",35866,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
22,1-800-273-8255,Logic,35680,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
23,รังเกียจกันไหม?,UrboyTJ,35603,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
24,"Go Go",BTS,35515,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0
25,Thunder,"Imagine Dragons",33717,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
26,Silence,Marshmello,32446,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
27,"2U (feat. Justin Bieber)","David Guetta",31960,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
28,"Outro: Her",BTS,31889,https://open.spotify.com/track/3l8yQMdniG6Os8gUBNXV57
29,"Despacito - Remix","Luis Fonsi",31288,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
30,"Young Dumb & Broke",Khalid,30205,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
31,Mama,"Jonas Blue",29887,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
