,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",69409,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
2,Perfect,"Ed Sheeran",60944,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
3,Havana,"Camila Cabello",59622,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,อย่าบอก,"Atom Chanakan",59545,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
5,Wolves,"Selena Gomez",58237,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
6,"Too Good At Goodbyes","Sam Smith",56863,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
7,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,55101,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
8,"What Lovers Do (feat. SZA)","Maroon 5",52740,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
9,"How Long","Charlie Puth",50204,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
10,"New Rules","Dua Lipa",47382,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
11,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,44966,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
12,รักตัวเอง,"Room 39",42979,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
13,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",41910,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
14,"Shape of You","Ed Sheeran",41734,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
15,"พริบตา x STAMP","Bird Thongchai",40742,https://open.spotify.com/track/4teedU9O1HNw0jMR1VzNev
16,"Dusk Till Dawn - Radio Edit",ZAYN,38487,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
17,"Paris in the Rain",Lauv,37664,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
18,"Young Dumb & Broke",Khalid,36870,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
19,รังเกียจกันไหม?,UrboyTJ,35957,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
20,ถอนหายใจ,Mild,34095,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
21,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",33139,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
22,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",32567,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
23,Silence,Marshmello,32543,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
24,rockstar,"Post Malone",32396,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
25,"Let You Down",NF,32365,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
26,Thunder,"Imagine Dragons",32264,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,หน้าหนาวที่แล้ว,"The Toys",31926,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
28,"All Falls Down (feat. Juliander)","Alan Walker",31855,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
29,เรื่องระหว่างทาง,Lula,30930,https://open.spotify.com/track/6G0ncT77pPAgY3fye63X84
30,บทสุดท้าย,"BANKK CA$H",30761,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
31,ฝืนตัวเองไม่เป็น,"Non Tanon",30662,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
32,Naked,"James Arthur",30286,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
33,1-800-273-8255,Logic,29455,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
34,เป็นทุกอย่าง,"Room 39",29240,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
35,"I Miss You (feat. Julia Michaels)","Clean Bandit",28896,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
36,Attention,"Charlie Puth",28539,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
37,"I Like Me Better",Lauv,27713,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
38,ไม่เป็นไร...เข้าใจ,"Violette Wautier",27712,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
39,ครั้งหนึ่งไม่ถึงตาย,KLEAR,27709,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
40,โลกที่ไม่มีเธอ,PORTRAIT,27197,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
41,"Lonely Together (feat. Rita Ora)",Avicii,27102,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
42,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",26692,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
43,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",26680,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
44,ยังคิดถึง...(Same),"Marc Tatchapon",26180,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
45,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",25846,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
46,เจ็บจนไม่เข้าใจ,PORTRAIT,25648,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
47,"Bad Luck",Lipta,25275,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
48,Anywhere,"Rita Ora",24823,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
49,คนละชั้น,Jaonaay,23983,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
50,Stargazing,Kygo,23662,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
51,"Okay x UrboyTJ","Bird Thongchai",23055,https://open.spotify.com/track/3kc0sWMQxSO9Cj4bOMNX17
52,"Something Just Like This","The Chainsmokers",22928,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
53,"Sorry Not Sorry","Demi Lovato",22043,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
