,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
43,Naked,"James Arthur",27454,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
44,"Dusk Till Dawn - Radio Edit",ZAYN,27140,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
45,rockstar,"Post Malone",26897,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
46,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",26804,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
47,"Something Just Like This","The Chainsmokers",25862,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
48,ฝืนตัวเองไม่เป็น,"Non Tanon",25119,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
49,Attention,"Charlie Puth",24922,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
50,บทสุดท้าย,"BANKK CA$H",24317,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
51,เป็นทุกอย่าง,"Room 39",23849,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
52,1-800-273-8255,Logic,23703,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
53,โลกที่ไม่มีเธอ,PORTRAIT,23108,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
54,"ฝัง (ใน) ใจ",ETC.,22604,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
55,"Look What You Made Me Do","Taylor Swift",22245,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
56,"Bad Luck",Lipta,22192,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
57,"Galaxy (feat. Kob The X Factor)","D Gerrard",22171,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
58,"I Like Me Better",Lauv,21538,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
59,"There's Nothing Holdin' Me Back","Shawn Mendes",21317,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
60,"There for You","Martin Garrix",21017,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
61,ยังคิดถึง...(Same),"Marc Tatchapon",20976,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
62,เจ็บจนไม่เข้าใจ,PORTRAIT,20359,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
63,Silence,Marshmello,19561,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
64,หัวร้อน,"Jazz Spooknickpapiyongkookkook",18956,https://open.spotify.com/track/6tzRbJNdVlD8sQRO0zv5lO
65,ครั้งหนึ่งไม่ถึงตาย,KLEAR,18948,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
66,"Capital Letters","Hailee Steinfeld",18920,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
67,"Rewrite The Stars","Zac Efron",18871,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
68,"Despacito - Remix","Luis Fonsi",18779,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
69,"Symphony (feat. Zara Larsson)","Clean Bandit",18748,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
70,Dreamer,"Axwell /\ Ingrosso",18715,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
71,เรื่องที่ขอ,Lula,18645,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
72,"Super Far",LANY,18111,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
73,"Strip That Down","Liam Payne",17803,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
74,สารภาพ,Playground,17716,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
75,"Galway Girl","Ed Sheeran",17508,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
76,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",17463,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
77,จดหมาย,"The Toys",17339,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
78,Wait,"Maroon 5",17304,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
79,"If You Leave Me Now (feat. Boyz II Men)","Charlie Puth",17163,https://open.spotify.com/track/2iLGgm4O5Hia8aSfSzXS3H
80,"Real Friends","Camila Cabello",17004,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
81,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,16871,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
82,เฉยเมย,YOUNGOHM,16849,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
83,"Lonely Together (feat. Rita Ora)",Avicii,16726,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
84,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",16653,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
85,รังเกียจกันไหม?,UrboyTJ,16643,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
86,Believer,"Imagine Dragons",16385,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
87,"I Found You - Kacha Version","Kacha Nontanun",15909,https://open.spotify.com/track/0oyrBuJpIzn8Um8FzXERex
88,Mama,"Jonas Blue",15899,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
89,"A Different Way (with Lauv)","DJ Snake",15757,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
90,ก่อนฤดูฝน,"The Toys",15639,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
91,"This Is Me","Keala Settle",15242,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
92,"She Loves Control","Camila Cabello",15205,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
93,Filthy,"Justin Timberlake",15157,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
94,"As If It's Your Last",BLACKPINK,15152,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
95,Sober,G-Eazy,15091,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
96,Photograph,"Ed Sheeran",15063,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
97,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",15059,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
98,"No Limit",G-Eazy,14823,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
99,ปรารถนาสิ่งใดฤๅ,Cocktail,14489,https://open.spotify.com/track/7bI8PTZQm50SunpI7TqiTS
100,"Slow Hands","Niall Horan",14480,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
101,"That's What I Like","Bruno Mars",14475,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
102,"จะรักกันไปอย่างนี้เลย (Together) - เพลงประกอบซีรี่ส์ #WaysToProtectRelationship","Ann Thitima",13885,https://open.spotify.com/track/03Sf5QZh2XK1PTAh645ap1
103,DNA,BTS,13872,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
104,New,Daya,13794,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
105,แก..,"Wan Thanakrit",13743,https://open.spotify.com/track/3eUWzObHm3X3Kg59D23J53
106,"Say You Won't Let Go","James Arthur",13559,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
107,เผด็จเกิร์ล,"Tattoo Colour",13552,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
108,คนละชั้น,Jaonaay,13394,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
109,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",13153,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
110,ผู้ชมที่ดี,MEAN,13121,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa
111,"Stay With You","Cheat Codes",13114,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
112,พัง..(ลำพัง),Getsunova,13105,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
113,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",13096,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
114,"Gucci Gang","Lil Pump",13092,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
115,"รู้ยัง - Acoustic Live Session","Ton Thanasit",13083,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
116,Closer,"The Chainsmokers",12962,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
117,"Your Song","Rita Ora",12911,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
118,"Tip Toe (feat. French Montana)","Jason Derulo",12797,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
119,"Nobody Compares To You",Gryffin,12642,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
120,"แค่ฉันมีเธอ (Finn)","Room 39",12583,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
121,HUMBLE.,"Kendrick Lamar",12428,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
122,Congratulations,"Post Malone",12289,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
123,ลืมไปก่อน,"Buddha Bless",12223,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
124,"I Fall Apart","Post Malone",12188,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
125,"Spring Day",BTS,12162,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
126,"I Just Can't",R3HAB,12130,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
127,PLEASE,"Atom Chanakan",12128,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
128,"피카부 Peek-A-Boo","Red Velvet",12105,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
129,Gashina,SUNMI,12038,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
130,"Échame La Culpa","Luis Fonsi",11945,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
131,"Stranger Things",Kygo,11935,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
132,Unpredictable,"Olly Murs",11861,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
133,Demons,"Imagine Dragons",11737,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e
134,"First Love","Lost Kings",11705,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
135,"ปล่อย (Miss)","Clockwork Motionless",11657,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
136,แต่ยังคิดถึง,"Two Popetorn",11522,https://open.spotify.com/track/2d0fVk9SD8Ad0Njn8RSdsM
137,ไวน์,"Max Jenmana",11522,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
138,Consequences,"Camila Cabello",11516,https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz
139,Then,Anne-Marie,11379,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
140,"ไม่อยากเป็นของใคร - เพลงประกอบละคร แหวนดอกไม้","Gypso Ariigantha",11347,https://open.spotify.com/track/22ihZcod3FGKlZP3wibBtG
141,Paris,"The Chainsmokers",11321,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
142,"XO TOUR Llif3","Lil Uzi Vert",11290,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
143,"คำตอบอยู่ที่หัวใจ - เพลงประกอบ Sotus S The Series","Ton Thanasit",11282,https://open.spotify.com/track/6j7huohIJjGAUMqx7ZBVkS
144,Stay,Zedd,11211,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
145,เพื่อนรัก,"The Parkinson",11131,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
146,"Bartier Cardi (feat. 21 Savage)","Cardi B",11097,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
147,เตลิด,Zeal,11081,https://open.spotify.com/track/2b37HBQW44oMZ6QephdHcJ
148,รถคันเก่า,"Atom Chanakan",11065,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
149,Restart,"Room 39",10979,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
150,"Whatever It Takes","Imagine Dragons",10965,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
151,Energetic,"Wanna One",10743,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
152,Beautiful,"Wanna One",10734,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
153,ฉันมาบอกว่า,"Season Five",10671,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
154,"REALLY REALLY",WINNER,10615,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
155,"Wonderwall - Remastered",Oasis,10368,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
156,ไม่เป็นไร...เข้าใจ,"Violette Wautier",10366,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
157,"Sorry Not Sorry","Demi Lovato",10344,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
158,มีตังค์,YOUNGOHM,10320,https://open.spotify.com/track/6q26d5CzA9aagFRhEiMyMd
159,ขอโทษที่เป็นแบบนี้,"The Toys",10183,https://open.spotify.com/track/7uylAOouR2pzyM3yaUQpRp
160,"Thinking Out Loud","Ed Sheeran",10084,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
161,"Feel It Still","Portugal. The Man",10030,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
162,กะทันหัน,"Fymme Bongkot",10020,https://open.spotify.com/track/6sxDRIzYz50GJeSYLAODZm
163,"Ko Ko Bop",EXO,10004,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
164,พบกันใหม่,Polycat,9979,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
165,คนที่คุณก็รู้ว่าใคร,Stamp,9840,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
166,"ทางของฝุ่น (Dust)","Atom Chanakan",9815,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
167,"...Ready For It?","Taylor Swift",9792,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
168,เกี่ยวกันไหม(You?),"Ink Waruntorn",9733,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
169,"빨간 맛 Red Flavor","Red Velvet",9693,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
170,Stargazing,Kygo,9681,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
171,"Candy Paint","Post Malone",9616,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
172,ใช่มั้ย?,Oui,9437,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
173,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9406,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
174,"Blood Sweat & Tears",BTS,9368,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
175,"Both of Us","Yellow Claw",9315,https://open.spotify.com/track/6QcIPGlQpohjUNPpIv1OsB
176,มีแฟนแล้ว,"Oat Pramote",9277,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
177,"I'm Not Her","Clara Mae",9264,https://open.spotify.com/track/2jRISGsO4RTm9CQVb1Jusn
178,Unforgettable,"French Montana",9208,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
179,"Ain't That Why",R3HAB,9183,https://open.spotify.com/track/6kxmBja0pKhbBXiAMMeXwh
180,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9134,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
181,เมื่อวาน,"Oat Pramote",9102,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
182,"Versace On The Floor","Bruno Mars",9101,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
183,"Wishing Well","Sam Feldt",9099,https://open.spotify.com/track/3a4UuAErF1VMAkwqzkc1tj
184,"I Feel It Coming","The Weeknd",9079,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
185,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",9061,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
186,"BBoom BBoom",MOMOLAND,9056,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
187,ถ้าหาก,"Two Popetorn",9021,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
188,Universe,EXO,9003,https://open.spotify.com/track/5ptViFrfoKdGPTdd9oQCwr
189,"Ric Flair Drip (& Metro Boomin)",Offset,8992,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
190,"WHISTLE - KR Ver.",BLACKPINK,8973,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
191,"ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา","Namm Ronnadet",8967,https://open.spotify.com/track/0SHsueflUc3c6Gs92Ulc2l
192,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",8893,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
193,"Labelle - Acoustic","Telex Telexs",8882,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
194,Location,Khalid,8859,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
195,หมายความว่าอะไร,MEAN,8832,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
196,อ้าว,"Atom Chanakan",8780,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
197,"Last To Leave (feat. Caroline Ailin)","Louis The Child",8773,https://open.spotify.com/track/4v0134PgBTGsFJiGcV4eJk
198,Gorgeous,"Taylor Swift",8747,https://open.spotify.com/track/7ut4Y7gxOFe3d3rLJQ7i5w
199,"Denim Jacket","Maroon 5",8742,https://open.spotify.com/track/7DrmQKVVy5X3MftrdpIVVu
200,ปล่อย,"Pop Pongkool",8713,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
