,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
158,"Ko Ko Bop",EXO,11548,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
159,"First Love","Lost Kings",11461,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
160,รถคันเก่า,"Atom Chanakan",11461,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
161,Stay,Zedd,11389,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
162,โตแล้ว,"Ammy The Bottom Blues",11332,https://open.spotify.com/track/3HMFLdXs1ZCX7dhlDsSL9b
163,Unpredictable,"Olly Murs",11247,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
164,รอยยิ้ม,Scrubb,11203,https://open.spotify.com/track/4acvfSY2byUOWNhjdtitqP
165,เมื่อวาน,"Oat Pramote",11108,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
166,"Look What You Made Me Do","Taylor Swift",11014,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
167,Believer,"Imagine Dragons",10923,https://open.spotify.com/track/1NtIMM4N0cFa1dNzN15chl
168,"I Fall Apart","Post Malone",10860,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
169,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,10718,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
170,"Big Shot (with Travis Scott)","Kendrick Lamar",10708,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
171,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,10706,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
172,"XO TOUR Llif3","Lil Uzi Vert",10563,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
173,1-800-273-8255,Logic,10462,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
174,คนที่คุณก็รู้ว่าใคร,Stamp,10446,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
175,หมายความว่าอะไร,MEAN,10435,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
176,Then,Anne-Marie,10392,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
177,"The Wave",R3HAB,10287,https://open.spotify.com/track/54VhMO14MfyB9I9IUtjR6p
178,"Sorry Not Sorry","Demi Lovato",10284,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
179,ลบ,Oaker,10221,https://open.spotify.com/track/3EClSWULohpJDQKM6VrOly
180,Paris,"The Chainsmokers",10211,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
181,ใช่มั้ย?,Oui,10176,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
182,BNK48,BNK48,10158,https://open.spotify.com/track/6bpVXb3VkyxsrtWIFvVNSo
183,มันเป็นใคร,Polycat,10089,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX
184,"กว่าจักรวาล x Atom","Bird Thongchai",10083,https://open.spotify.com/track/2Akqcxo6AiquGYFcS5dmvT
185,"กาลครั้งหนึ่ง (feat. ปาล์มมี่ อีฟ ปานเจริญ)",Stamp,10004,https://open.spotify.com/track/2jvtsWdI64fls66D8b3zhj
186,"WHISTLE - KR Ver.",BLACKPINK,9985,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
187,เอ๊ด-โอเค,"Blue Shade",9975,https://open.spotify.com/track/1iOCie7Pr0reKWfS6PkOMp
188,ถ้าฉันหายไป(Skyline),"Earth Patravee",9957,https://open.spotify.com/track/0goff2JabkZTEq1yKeyoM8
189,ฉันมาบอกว่า,"Season Five",9922,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
190,อ้าว,"Atom Chanakan",9876,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
191,ถ้าหาก,"Two Popetorn",9818,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
192,"BOOMBAYAH - KR Ver.",BLACKPINK,9794,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
193,Change,"ONE OK ROCK",9777,https://open.spotify.com/track/6KBj27Bko8gh71gpx0PzIG
194,Dura,"Daddy Yankee",9770,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
195,"ทางของฝุ่น (Dust)","Atom Chanakan",9720,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
196,ปล่อย,"Pop Pongkool",9705,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
197,"Thinking Out Loud","Ed Sheeran",9681,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
198,"Feel It Still","Portugal. The Man",9587,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
199,HUMBLE.,"Kendrick Lamar",9533,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
200,"Labelle - Acoustic","Telex Telexs",9460,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
