,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Too Good At Goodbyes - Edit","Sam Smith",56967,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
2,"How Long","Charlie Puth",52757,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
3,Havana,"Camila Cabello",50851,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,Wolves,"Selena Gomez",48848,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,Perfect,"Ed Sheeran",48570,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
6,"What Lovers Do (feat. SZA)","Maroon 5",48121,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
7,Gorgeous,"Taylor Swift",44894,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz
8,"New Rules","Dua Lipa",44044,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,"Dusk Till Dawn - Radio Edit",ZAYN,42846,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
10,รักตัวเอง,"Room 39",37346,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
11,"Shape of You","Ed Sheeran",34122,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
12,"Young Dumb & Broke",Khalid,33073,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
13,rockstar,"Post Malone",32933,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
14,"Look What You Made Me Do","Taylor Swift",32118,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
15,Silence,Marshmello,30719,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
16,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",30638,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
17,1-800-273-8255,Logic,30547,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
18,"Let You Down",NF,29005,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,รังเกียจกันไหม?,UrboyTJ,28874,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
20,"Too Much To Ask","Niall Horan",27765,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
21,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",27668,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
22,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",27665,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
23,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",27310,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
24,"Sorry Not Sorry","Demi Lovato",26995,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
25,"Lonely Together (feat. Rita Ora)",Avicii,26325,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
26,Stargazing,Kygo,26020,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
27,Thunder,"Imagine Dragons",25724,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,Attention,"Charlie Puth",25693,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
29,"There for You","Martin Garrix",25375,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
30,DNA,BTS,24684,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
31,"Despacito - Remix","Luis Fonsi",24622,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
32,"Bedroom Floor","Liam Payne",24407,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
33,"Friends (with BloodPop®)","Justin Bieber",23602,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
34,บทสุดท้าย,"BANKK CA$H",23422,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
35,ยังคิดถึง...(Same),"Marc Tatchapon",23369,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
36,"Easy Love",Lauv,22832,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK
37,"A Different Way (with Lauv)","DJ Snake",22384,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
38,เป็นทุกอย่าง,"Room 39",22328,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
39,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",22036,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
40,ก่อนฤดูฝน,"The Toys",21958,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
41,มีแฟนแล้ว,"Oat Pramote",21583,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
42,ครั้งหนึ่งไม่ถึงตาย,KLEAR,21556,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
43,Mama,"Jonas Blue",21535,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
44,"I Like Me Better",Lauv,21515,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
45,"Super Far",LANY,21493,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
46,"Just Like You","Louis Tomlinson",20933,https://open.spotify.com/track/5IF6IBPqbclVR7SQKmCIyA
47,"Something Just Like This","The Chainsmokers",19823,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
