,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Perfect,"Ed Sheeran",68473,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2,Wolves,"Selena Gomez",64455,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
3,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,63950,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
4,Havana,"Camila Cabello",62858,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,อย่าบอก,"Atom Chanakan",62037,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
6,"Too Good At Goodbyes","Sam Smith",59980,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
7,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,57241,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
8,"What Lovers Do (feat. SZA)","Maroon 5",55039,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
9,"How Long","Charlie Puth",54559,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
10,"New Rules","Dua Lipa",47735,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
11,รักตัวเอง,"Room 39",43803,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
12,"Shape of You","Ed Sheeran",41820,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
13,"Paris in the Rain",Lauv,41625,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
14,"Dusk Till Dawn - Radio Edit",ZAYN,41067,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
15,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",40803,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
16,"Young Dumb & Broke",Khalid,39061,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
17,Silence,Marshmello,38642,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
18,ถอนหายใจ,Mild,37043,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
19,รังเกียจกันไหม?,UrboyTJ,36493,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
20,rockstar,"Post Malone",34059,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
21,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",33797,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
22,Thunder,"Imagine Dragons",33631,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
23,"All Falls Down (feat. Juliander)","Alan Walker",33369,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
24,"Let You Down",NF,32348,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,1-800-273-8255,Logic,31523,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
26,บทสุดท้าย,"BANKK CA$H",30251,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
27,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",29804,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
28,ฝืนตัวเองไม่เป็น,"Non Tanon",29266,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
29,"I Like Me Better",Lauv,29237,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
30,"Lonely Together (feat. Rita Ora)",Avicii,29081,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
31,หน้าหนาวที่แล้ว,"The Toys",28841,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
32,"Okay x UrboyTJ","Bird Thongchai",28561,https://open.spotify.com/track/3kc0sWMQxSO9Cj4bOMNX17
33,"I Miss You (feat. Julia Michaels)","Clean Bandit",28389,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
34,Attention,"Charlie Puth",28338,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
