,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Too Good At Goodbyes - Edit","Sam Smith",62503,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
2,"How Long","Charlie Puth",54186,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
3,"Look What You Made Me Do","Taylor Swift",52136,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
4,"What Lovers Do (feat. SZA)","Maroon 5",47337,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
5,"Dusk Till Dawn - Radio Edit",ZAYN,47151,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"New Rules","Dua Lipa",45996,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,DNA,BTS,45476,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
8,Perfect,"Ed Sheeran",43049,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
9,รักตัวเอง,"Room 39",42269,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
10,"Shape of You","Ed Sheeran",39703,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
11,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",39232,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
12,Havana,"Camila Cabello",37689,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
13,รังเกียจกันไหม?,UrboyTJ,36285,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
14,rockstar,"Post Malone",35877,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
15,"Sorry Not Sorry","Demi Lovato",35829,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
16,1-800-273-8255,Logic,35071,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
17,"Friends (with BloodPop®)","Justin Bieber",32013,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
18,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",31976,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
19,"Strip That Down","Liam Payne",31950,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
20,"Despacito - Remix","Luis Fonsi",31886,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
21,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",31730,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
22,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",31584,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
23,Thunder,"Imagine Dragons",30912,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
24,Attention,"Charlie Puth",30119,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
25,มีแฟนแล้ว,"Oat Pramote",28939,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
26,"Mi Gente (feat. Beyoncé)","J Balvin",28627,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
27,Silence,Marshmello,28428,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
28,"Young Dumb & Broke",Khalid,28331,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
29,"Something Just Like This","The Chainsmokers",28216,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
30,Mama,"Jonas Blue",28031,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
31,"There for You","Martin Garrix",27313,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
32,ก่อนฤดูฝน,"The Toys",26595,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
33,"Best Of Me",BTS,26083,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx
34,บทสุดท้าย,"BANKK CA$H",25247,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
35,Pray,"Sam Smith",25048,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD
