,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
49,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",27080,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
50,หน้าหนาวที่แล้ว,"The Toys",27006,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
51,"Sick Boy","The Chainsmokers",26084,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
52,"New Rules","Dua Lipa",24671,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
53,"LOVE SCENARIO",iKON,24671,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
54,ไม่เหมือนใคร,"D Gerrard",24399,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
55,Everyday,Logic,23973,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
56,"How Long","Charlie Puth",23534,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
57,"ฝัง (ใน) ใจ",ETC.,23520,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
58,ทรมานตัวเอง,"Bell Supol",22934,https://open.spotify.com/track/5lRwWrPogCyocSL7SYogg8
59,ใช่หรือเปล่า,"เต้ ดาวิชญ์ กรีพลฤกษ์",22281,https://open.spotify.com/track/2SoropeYCGbI2G2yYF57gG
60,Heaven,"Julia Michaels",22238,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
61,#คนเหงา2018,Point,22206,https://open.spotify.com/track/663hJaCpsyLwUGqj7TEXRZ
62,"Young Dumb & Broke",Khalid,22152,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
63,โลกที่ไม่มีเธอ,PORTRAIT,22077,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
64,"River (feat. Ed Sheeran)",Eminem,22002,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
65,Wait,"Maroon 5",21987,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
66,"I PROMISE YOU (I.P.U.)","Wanna One",21681,https://open.spotify.com/track/2D3wyaOqwTMR1QPbf3hjVO
67,Attention,"Charlie Puth",21394,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
68,"ยังรู้สึก (Old Feeling)","Ink Waruntorn",21312,https://open.spotify.com/track/0ggTgd1SJIk539ZdC3LM6T
69,"Something Just Like This","The Chainsmokers",20300,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
70,Naked,"James Arthur",20266,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
71,"Shape of You","Ed Sheeran",20263,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
72,เจ็บจนไม่เข้าใจ,PORTRAIT,20207,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
73,rockstar,"Post Malone",19833,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
74,"Like I Do","David Guetta",19817,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
75,Anywhere,"Rita Ora",19236,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
76,เสีย,"THE RUBE",19006,https://open.spotify.com/track/6BJLmbY7IzBVra5soHpprK
77,รอฉันหรือเปล่า,"BANKK CA$H",18783,https://open.spotify.com/track/6RnMuVjWiy2oamVuv7cqUK
78,เหตุผลของคนหมดรัก,"Poppy ชัชชญา",18783,https://open.spotify.com/track/5l2ZAgQfsNLxmZCBu1DaEE
79,"Look Alive (feat. Drake)","BlocBoy JB",18649,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
80,กอดที่ว่างเปล่า,"พีธ พีระ",18619,https://open.spotify.com/track/4kaR6uNseKjr5oQstzvd16
81,"You Owe Me","The Chainsmokers",18260,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel
82,"There for You","Martin Garrix",18250,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
83,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",18140,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
84,"I Miss You (feat. Julia Michaels)","Clean Bandit",18049,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
85,สารภาพ,Playground,17976,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
86,เธอเปลี่ยนไป,"Boy Peacemaker",17513,https://open.spotify.com/track/3Z3dQbXUR16bSYGhYKxykb
87,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",17462,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
88,ก่อนฤดูฝน,"The Toys",17431,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
89,"There's Nothing Holdin' Me Back","Shawn Mendes",17242,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
90,"Strip That Down","Liam Payne",17155,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
91,SAD!,XXXTENTACION,16946,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL
92,Delicate,"Taylor Swift",16611,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
93,"Want You Back","5 Seconds of Summer",16518,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
94,"What Lovers Do (feat. SZA)","Maroon 5",15796,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
95,ขอเถอะปีนี้,Somkiat,15682,https://open.spotify.com/track/2pP42qX8vKgqHjPYOHlhKf
96,ไวน์,"Max Jenmana",15493,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
97,"BBoom BBoom",MOMOLAND,15253,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
98,ยังคิดถึง...(Same),"Marc Tatchapon",15211,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
99,"ปล่อย (Miss)","Clockwork Motionless",15141,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
100,เผด็จเกิร์ล,"Tattoo Colour",15018,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
101,Mama,"Jonas Blue",14988,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
102,บทสุดท้าย,"BANKK CA$H",14787,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
103,จดหมาย,"The Toys",14763,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
104,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",14636,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
105,"Say You Won't Let Go","James Arthur",14559,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
106,"Stir Fry",Migos,14442,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
107,PLEASE,"Atom Chanakan",14184,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
108,"Put Me Back Together (feat. Kiiara)","Cheat Codes",14125,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
109,"As If It's Your Last",BLACKPINK,13901,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
110,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",13641,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
111,ออเจ้าเอย,"Pete Pol",13626,https://open.spotify.com/track/0vDO51gqh14Pq5gDdHBoKO
112,Silence,Marshmello,13618,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
113,"Slow Hands","Niall Horan",13590,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
114,Photograph,"Ed Sheeran",13467,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
115,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13418,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
116,"สิ้นสุดคือจุดเริ่มต้น x Big Ass","Bird Thongchai",13294,https://open.spotify.com/track/5N5I1dQhq4QoFGFpa4JUko
117,"I Like Me Better",Lauv,13238,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
118,รถคันเก่า,"Atom Chanakan",13125,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
119,ลืมไปก่อน,"Buddha Bless",13121,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
120,"Dusk Till Dawn - Radio Edit",ZAYN,12681,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
121,"รู้ยัง - Acoustic Live Session","Ton Thanasit",12607,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
122,ผู้ชมที่ดี,MEAN,12607,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa
123,"Rewrite The Stars","Zac Efron",12336,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
124,Lullaby,R3HAB,12331,https://open.spotify.com/track/0DhkTGjEaIHaSxTfC14BFm
125,"Him & I (with Halsey)",G-Eazy,12317,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
126,เรื่องที่ขอ,Lula,12246,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
127,"Rubber Band",iKON,12200,https://open.spotify.com/track/38YdyNPdurcFGbMDuYxDxi
128,"피카부 Peek-A-Boo","Red Velvet",11993,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
129,"That's What I Like","Bruno Mars",11972,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
130,พบกันใหม่,Polycat,11907,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
131,Closer,"The Chainsmokers",11561,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
132,"Look What You Made Me Do","Taylor Swift",11411,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
133,New,Daya,11341,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
134,DNA,BTS,11333,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
135,Flower,"Twopee Southside",11325,https://open.spotify.com/track/3Z1A584gUX1pxdlG3Oo8WT
136,"Nobody Compares To You",Gryffin,11185,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
137,ยังไม่รู้,"Better Weather",11161,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
138,Energetic,"Wanna One",11114,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
139,"ชีวิตเดี่ยว x Getsunova","Bird Thongchai",11015,https://open.spotify.com/track/6nqaDnc3fZfX05SHSQQuBQ
140,เมื่อวาน,"Oat Pramote",10994,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
141,"Labelle - Acoustic","Telex Telexs",10983,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
142,"Daydream (백일몽)",j-hope,10916,https://open.spotify.com/track/4YAgH8s0JFfwikTNwe0aIk
143,Stay,Zedd,10871,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
144,เอ๊ด-โอเค,"Blue Shade",10845,https://open.spotify.com/track/1iOCie7Pr0reKWfS6PkOMp
145,ปล่อย,"Pop Pongkool",10805,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
146,"ทางของฝุ่น (Dust)","Atom Chanakan",10727,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
147,เธอเก่ง,JETSET'ER,10724,https://open.spotify.com/track/5yRvsVxjmP7RORUXxiyH77
148,"I Fall Apart","Post Malone",10678,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
149,เพื่อนรัก,"The Parkinson",10659,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
150,"Spring Day",BTS,10647,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
151,Lullaby,Sigala,10583,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
152,ใช่มั้ย?,Oui,10549,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
153,Unpredictable,"Olly Murs",10511,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
154,"Ko Ko Bop",EXO,10505,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
155,อ้าว,"Atom Chanakan",10480,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
156,"Super Far",LANY,10471,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
157,"Say Something","Justin Timberlake",10437,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
158,ขอโทษที่เป็นแบบนี้,"The Toys",10427,https://open.spotify.com/track/7uylAOouR2pzyM3yaUQpRp
159,ครั้งหนึ่งไม่ถึงตาย,KLEAR,10360,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
160,"Let You Down",NF,10360,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
161,ร่มสีเทา,Whatcharawale,10355,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
162,"End Game","Taylor Swift",10278,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
163,คนที่คุณก็รู้ว่าใคร,Stamp,10199,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
164,Believer,"Imagine Dragons",10159,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
165,"You're Not Missing Me","Chelsea Cutler",10027,https://open.spotify.com/track/7ahYQRrOQSXJ5OhsLnpfU8
166,"กำแพง x Polycat","Bird Thongchai",9938,https://open.spotify.com/track/0Y5R8ky6ex7dlY4xeSMm6a
167,กะทันหัน,"Fymme Bongkot",9909,https://open.spotify.com/track/71rZCPjOAU8WBlXYPHNgRu
168,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,9839,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
169,"Stay With You","Cheat Codes",9790,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
170,"Symphony (feat. Zara Larsson)","Clean Bandit",9734,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
171,1950,"King Princess",9730,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
172,Dura,"Daddy Yankee",9719,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
173,"빨간 맛 Red Flavor","Red Velvet",9717,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
174,"Sorry Not Sorry","Demi Lovato",9689,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
175,Beautiful,"Wanna One",9680,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
176,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9660,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
177,"Feel It Still","Portugal. The Man",9620,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
178,"REALLY REALLY - KR ver.",WINNER,9575,https://open.spotify.com/track/4Ve8XzRxQcAMyFWgqITHFk
179,"A Different Way (with Lauv)","DJ Snake",9570,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
180,ถ้าหาก,"Two Popetorn",9556,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
181,"WHISTLE - KR Ver.",BLACKPINK,9508,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
182,ดาว,Paradox,9491,https://open.spotify.com/track/2wFTZ07LlFE93Z7AfzysIo
183,"I'm Yours","Jason Mraz",9380,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
184,ฉันมาบอกว่า,"Season Five",9332,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
185,"วู่วาม - Unreleased Version","Season Five",9288,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
186,"กาลครั้งหนึ่ง (feat. ปาล์มมี่ อีฟ ปานเจริญ)",Stamp,9238,https://open.spotify.com/track/2jvtsWdI64fls66D8b3zhj
187,"365 วันกับเครื่องบินกระดาษ",BNK48,9207,https://open.spotify.com/track/2S7cWEBrDeiSd4LF7PfBoT
188,"Best Part",H.E.R.,9169,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
189,1-800-273-8255,Logic,9149,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
190,มันเป็นใคร,Polycat,9105,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX
191,"Denim Jacket","Maroon 5",9101,https://open.spotify.com/track/3mDb74AlIH6vtsGQrfE2th
192,Location,Khalid,9098,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
193,Find,Shallou,9039,https://open.spotify.com/track/49ex5tTzAH1XMbzWUv0AEQ
194,หมายความว่าอะไร,MEAN,9030,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
195,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM","Jason Derulo",9029,https://open.spotify.com/track/7wD6iRghe6SnKHkvHqpnC5
196,Gashina,SUNMI,8983,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
197,Fly,Marshmello,8929,https://open.spotify.com/track/2HO0uCyq8jOveEzvmo4JEu
198,Dreamer,"Axwell /\ Ingrosso",8921,https://open.spotify.com/track/7hvxMYq9JW5W0vFwiu1Zdr
199,"44 More",Logic,8891,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
200,อยู่ต่อเลยได้ไหม,"Singto Numchok",8834,https://open.spotify.com/track/4V2FimcFqJ2x7uk4uFQEvN
