,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
28,รังเกียจกันไหม?,UrboyTJ,30257,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
29,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",30230,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
30,1-800-273-8255,Logic,30217,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
31,พอ,"Atom Chanakan",30135,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
32,ถอนหายใจ,Mild,29977,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
33,Silence,Marshmello,29868,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
34,"Let You Down",NF,29092,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
35,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",29003,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
36,โลกที่ไม่มีเธอ,PORTRAIT,28773,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
37,ฝืนตัวเองไม่เป็น,"Non Tanon",28529,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
38,บทสุดท้าย,"BANKK CA$H",28475,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
39,เป็นทุกอย่าง,"Room 39",28088,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
40,"Something Just Like This","The Chainsmokers",28039,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
41,Attention,"Charlie Puth",27211,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
42,"There's Nothing Holdin' Me Back","Shawn Mendes",26444,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
43,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",26269,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
44,"Never Be the Same","Camila Cabello",25969,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
45,"I Miss You (feat. Julia Michaels)","Clean Bandit",25775,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
46,"Bad Luck",Lipta,25449,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
47,"Despacito - Remix","Luis Fonsi",25377,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
48,เจ็บจนไม่เข้าใจ,PORTRAIT,25176,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
49,ยังคิดถึง...(Same),"Marc Tatchapon",24535,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
50,ครั้งหนึ่งไม่ถึงตาย,KLEAR,24187,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
51,Naked,"James Arthur",23273,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
52,เรื่องระหว่างทาง,Lula,22140,https://open.spotify.com/track/6G0ncT77pPAgY3fye63X84
53,ถอย,Gliss,22033,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
54,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",21861,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
55,"Lonely Together (feat. Rita Ora)",Avicii,21345,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
56,"All I Want for Christmas Is You","Mariah Carey",21140,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
57,Sober,G-Eazy,20637,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
58,คนละชั้น,Jaonaay,20568,https://open.spotify.com/track/6m5sX3sT8egiC6hqQuU382
59,"I Like Me Better",Lauv,20220,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
60,Anywhere,"Rita Ora",19832,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
61,จดหมาย,"The Toys",19314,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
62,"Galway Girl","Ed Sheeran",19131,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
63,เรื่องที่ขอ,Lula,18964,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
64,"There for You","Martin Garrix",18938,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
65,"Look What You Made Me Do","Taylor Swift",18459,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
66,เฉยเมย,YOUNGOHM,18423,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
67,ไม่เป็นไร...เข้าใจ,"Violette Wautier",18164,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
68,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",17702,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
69,ก่อนฤดูฝน,"The Toys",17568,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
70,"Sorry Not Sorry","Demi Lovato",17487,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
71,"Gucci Gang","Lil Pump",17439,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
72,"Super Far",LANY,17432,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
73,Wait,"Maroon 5",17063,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
74,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",17010,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
75,"Strip That Down","Liam Payne",16843,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
76,"Champion - Remix","Fall Out Boy",16835,https://open.spotify.com/track/2ML3kszWXh7S3olvQhxrzk
77,"ฝัง (ใน) ใจ",ETC.,16756,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
78,"Galaxy (feat. Kob The X Factor)","D Gerrard",16119,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
79,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",16043,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
80,Photograph,"Ed Sheeran",16014,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
81,"That's What I Like","Bruno Mars",16007,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
82,"Symphony (feat. Zara Larsson)","Clean Bandit",15908,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
83,DNA,BTS,15553,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
84,เผด็จเกิร์ล,"Tattoo Colour",15546,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
85,"A Different Way (with Lauv)","DJ Snake",15306,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
86,"피카부 Peek-A-Boo","Red Velvet",15257,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
87,สารภาพ,Playground,15172,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
88,Believer,"Imagine Dragons",15157,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
89,"Okay x UrboyTJ","Bird Thongchai",15129,https://open.spotify.com/track/3kc0sWMQxSO9Cj4bOMNX17
90,"Skirt, Hirari - พลิ้ว",BNK48,14730,https://open.spotify.com/track/6QE7scnxgeFi6mTgPM13Zh
91,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",14521,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
92,HUMBLE.,"Kendrick Lamar",14469,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
93,"Stranger Things",Kygo,14411,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
94,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",14172,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
95,Mama,"Jonas Blue",14076,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
96,Dreamer,"Axwell /\ Ingrosso",13980,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
97,"XO TOUR Llif3","Lil Uzi Vert",13977,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
98,พัง..(ลำพัง),Getsunova,13820,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
99,มีแฟนแล้ว,"Oat Pramote",13736,https://open.spotify.com/track/6IDsfMh7YJlE3R2mB1DYXH
100,"End Game","Taylor Swift",13719,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
101,New,Daya,13691,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
102,Congratulations,"Post Malone",13669,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
103,"Last Christmas",Wham!,13482,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
104,"Man's Not Hot","Big Shaq",13439,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
105,Closer,"The Chainsmokers",13384,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
106,"Slow Hands","Niall Horan",13290,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
107,Gashina,SUNMI,13248,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
108,"As If It's Your Last",BLACKPINK,13233,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
109,"2U (feat. Justin Bieber)","David Guetta",13187,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
110,Beautiful,"Wanna One",13122,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
111,"Say You Won't Let Go","James Arthur",13121,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
112,"ไม่อยากเป็นของใคร - เพลงประกอบละคร แหวนดอกไม้","Gypso Ariigantha",12855,https://open.spotify.com/track/22ihZcod3FGKlZP3wibBtG
113,"Spring Day",BTS,12783,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
114,มือลั่น,"Jazz Spooknickpapiyongkookkook",12737,https://open.spotify.com/track/6elsRmdqv0DGmmppxnqm4q
115,"รู้ยัง - Acoustic Live Session","Ton Thanasit",12704,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
116,"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","Ed Sheeran",12552,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
117,Unforgettable,"French Montana",12536,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
118,"ใต้ฟ้า (Tomorrow)",JETSET'ER,12532,https://open.spotify.com/track/4BmONvIG0LUUWCSd1dokyZ
119,"ปล่อย (Miss)","Clockwork Motionless",12513,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
120,"No Limit",G-Eazy,12447,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
121,น่าดู,"Singto Numchok",12408,https://open.spotify.com/track/2jLXLB2Fj7swKMKkqGANDr
122,"Candy Paint","Post Malone",12361,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
123,"แค่ฉันมีเธอ (Finn)","Room 39",12274,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
124,Pray,"Sam Smith",12262,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
125,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",12138,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
126,Energetic,"Wanna One",12136,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
127,"Dirty Sexy Money (feat. Charli XCX & French Montana)","David Guetta",12135,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
128,"...Ready For It?","Taylor Swift",12012,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
129,"I Just Can't",R3HAB,11958,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
130,Lonely,JONGHYUN,11948,https://open.spotify.com/track/5efB9wfc6dn3pzll9ElIrH
131,Stargazing,Kygo,11946,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
132,Paris,"The Chainsmokers",11935,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
133,"Stay With You","Cheat Codes",11727,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
134,"Échame La Culpa","Luis Fonsi",11648,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
135,"Your Song","Rita Ora",11570,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
136,"Stay (with Alessia Cara)",Zedd,11451,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
137,เธอทำให้ได้รู้,Potato,11385,https://open.spotify.com/track/3YrKiQmCq64ZYeex4ifd17
138,เตลิด,Zeal,11216,https://open.spotify.com/track/2b37HBQW44oMZ6QephdHcJ
139,"Nobody Compares To You",Gryffin,11187,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
140,"Friends (with BloodPop®)","Justin Bieber",11118,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
141,"I Fall Apart","Post Malone",11114,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
142,Starboy,"The Weeknd",11067,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
143,รถคันเก่า,"Atom Chanakan",11062,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
144,"Mi Gente","J Balvin",11035,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
145,Then,Anne-Marie,11028,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
146,ลืมไปก่อน,"Buddha Bless",10949,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
147,Gorgeous,"Taylor Swift",10865,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
148,"Tip Toe (feat. French Montana)","Jason Derulo",10861,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
149,BNK48,BNK48,10848,https://open.spotify.com/track/6bpVXb3VkyxsrtWIFvVNSo
150,เพื่อนรัก,"The Parkinson",10832,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
151,"Thinking Out Loud","Ed Sheeran",10587,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
152,"Ain't That Why",R3HAB,10565,https://open.spotify.com/track/6kxmBja0pKhbBXiAMMeXwh
153,ฉันมาบอกว่า,"Season Five",10517,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
154,"First Love","Lost Kings",10361,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
155,"Versace On The Floor","Bruno Mars",10128,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
156,"Ko Ko Bop",EXO,10118,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
157,"빨간 맛 Red Flavor","Red Velvet",9929,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
158,"I Feel It Coming","The Weeknd",9920,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
159,"Stay With Me",CHANYEOL,9876,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
160,พบกันใหม่,Polycat,9835,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
161,ก็แค่ไม่มีฉัน,"Violette Wautier",9808,https://open.spotify.com/track/43jODHDCovQ6CRYgYMhzrM
162,เมื่อวาน,"Oat Pramote",9805,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
163,"Both of Us","Yellow Claw",9787,https://open.spotify.com/track/6QcIPGlQpohjUNPpIv1OsB
164,"Walk On Water (feat. Beyoncé)",Eminem,9738,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9
165,Restart,"Room 39",9724,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
166,Location,Khalid,9708,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
167,เกี่ยวกันไหม(You?),"Ink Waruntorn",9669,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
168,"ทางของฝุ่น (Dust)","Atom Chanakan",9640,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
169,คนที่คุณก็รู้ว่าใคร,Stamp,9598,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
170,"Don't Wanna Cry",SEVENTEEN,9577,https://open.spotify.com/track/6Upu6yjkdi0DVI8E3IBZEU
171,"Ric Flair Drip (& Metro Boomin)",Offset,9480,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
172,"Bank Account","21 Savage",9403,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
173,อย่าเพิ่งใจร้าย,"The Mousses",9391,https://open.spotify.com/track/5S2aCEv3wt0bukp7nmhw52
174,"เป็นต่อ - เพลงประกอบซิทคอม เป็นต่อ UNCENSORED POOLPARTY พี่ไม่ลืม",UrboyTJ,9377,https://open.spotify.com/track/4StkK6TJgSLhkI6d9rvrBZ
175,"Blood Sweat & Tears",BTS,9369,https://open.spotify.com/track/5RGf8qn1TBWVplLyyKUsuV
176,"This Christmas",TAEYEON,9325,https://open.spotify.com/track/6eAMa0e7WCbjM7ivbAhvkq
177,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9297,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
178,"Castle on the Hill","Ed Sheeran",9249,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
179,"REALLY REALLY",WINNER,9245,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
180,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",9189,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
181,"More Than You Know","Axwell /\ Ingrosso",9156,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
182,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9048,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
183,หมายความว่าอะไร,MEAN,9018,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
184,"We Could Go Back","Jonas Blue",9003,https://open.spotify.com/track/2PJ55QsqjSVwN2esqfMDFu
185,"รู้สึก (Diary)",Scrubb,8849,https://open.spotify.com/track/7bUsQIWIirvF3tsNfee1zk
186,ช่วงนี้(Karma),"Atom Chanakan",8826,https://open.spotify.com/track/4BQSRsJ1VX0KHkA4w2QCik
187,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",8783,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
188,"Treat You Better","Shawn Mendes",8739,https://open.spotify.com/track/3AFfyUXTfj12PgrOkZiiJo
189,PLEASE,"Atom Chanakan",8705,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
190,อ้าว,"Atom Chanakan",8701,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
191,"จีบ...(May I)","Namm Ronnadet",8689,https://open.spotify.com/track/3F5jmTgXeY1zS2ATt4cR7L
192,"ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา","Namm Ronnadet",8671,https://open.spotify.com/track/0SHsueflUc3c6Gs92Ulc2l
193,"Palette (Feat. G-DRAGON)",IU,8589,https://open.spotify.com/track/3y7ByLZ05tluscOTRgEJ9Y
194,"Crystal Snow",BTS,8581,https://open.spotify.com/track/5SXEEYJxc5OPoOn5H9SHvX
195,รอยยิ้ม,Scrubb,8557,https://open.spotify.com/track/4acvfSY2byUOWNhjdtitqP
196,"Love Yourself","Justin Bieber",8470,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
197,มันเป็นใคร,Polycat,8462,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX
198,"Feel It Still","Portugal. The Man",8448,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
199,"WHISTLE - KR Ver.",BLACKPINK,8446,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
200,คำตอบที่เธอเลือก,"Yes'sir Days",8416,https://open.spotify.com/track/2lUYhatvNlVXlifq3IKEuD
