,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Havana,"Camila Cabello",66853,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
2,"Koisuru Fortune Cookie คุกกี้เสี่ยงทาย",BNK48,62007,https://open.spotify.com/track/5OzKApzqDkOVg4P5jQlD8J
3,Wolves,"Selena Gomez",59027,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
4,"Too Good At Goodbyes","Sam Smith",53825,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
5,"What Lovers Do (feat. SZA)","Maroon 5",53648,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
6,"นี่แหละความรัก (This is Love)","Peck Palitchoke",52628,https://open.spotify.com/track/13jEKU2J3JJPe3tpo8p4vY
7,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,52617,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
8,Perfect,"Ed Sheeran",51293,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
9,อย่าบอก,"Atom Chanakan",50479,https://open.spotify.com/track/3CrDt4x72gWHaglwnM0CAH
10,"New Rules","Dua Lipa",49698,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
11,ถอย,Gliss,48180,https://open.spotify.com/track/3nJlzw6Gn33fitnoxJtLSj
12,"พริบตา x STAMP","Bird Thongchai",46786,https://open.spotify.com/track/4teedU9O1HNw0jMR1VzNev
13,"How Long","Charlie Puth",46138,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
14,"River (feat. Ed Sheeran)",Eminem,44533,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
15,"Him & I (with Halsey)",G-Eazy,42450,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
16,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",42415,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
17,"Good Morning Teacher","Atom Chanakan",41680,https://open.spotify.com/track/4AsE3bvoh6yuZls617lj4Z
18,Thunder,"Imagine Dragons",41415,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
19,"Paris in the Rain",Lauv,41108,https://open.spotify.com/track/0RGUIOZtmOXTWOy5EjvQbP
20,"Shape of You","Ed Sheeran",39991,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
21,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",39613,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
22,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",38045,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
23,"Never Be the Same","Camila Cabello",37999,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
24,"Young Dumb & Broke",Khalid,37641,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
25,"All Falls Down (feat. Juliander)","Alan Walker",37315,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
26,"จังหวะจะรัก - From “Heartbeat” Original Soundtrack","Violette Wautier",37008,https://open.spotify.com/track/1ux0god9zERqovPLrzRdBT
27,รักตัวเอง,"Room 39",36482,https://open.spotify.com/track/46Uqy57KyAT7xBz6BIqdB3
28,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",33855,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
29,พอ,"Atom Chanakan",32311,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
30,ถอนหายใจ,Mild,30090,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
31,rockstar,"Post Malone",29860,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
32,หน้าหนาวที่แล้ว,"The Toys",29846,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
33,"Let You Down",NF,29635,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
34,1-800-273-8255,Logic,29123,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
35,"Something Just Like This","The Chainsmokers",28817,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
36,ปรารถนาสิ่งใดฤๅ,Cocktail,28779,https://open.spotify.com/track/7bI8PTZQm50SunpI7TqiTS
37,"Dusk Till Dawn - Radio Edit",ZAYN,28679,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
38,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",28177,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
39,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",27854,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
40,"All The Stars (with SZA)","Kendrick Lamar",27590,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr
41,"I Miss You (feat. Julia Michaels)","Clean Bandit",27588,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
42,Anywhere,"Rita Ora",27091,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
43,Attention,"Charlie Puth",26775,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
44,Naked,"James Arthur",26729,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
45,ฝืนตัวเองไม่เป็น,"Non Tanon",26432,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
46,บทสุดท้าย,"BANKK CA$H",26058,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
47,เป็นทุกอย่าง,"Room 39",25728,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
48,"Look What You Made Me Do","Taylor Swift",25021,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
49,โลกที่ไม่มีเธอ,PORTRAIT,24865,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
50,วันหนึ่งฉันเดินเข้าป่า,"Max Jenmana",24621,https://open.spotify.com/track/46upHQ13xvw1y7ykEJpWU5
51,รังเกียจกันไหม?,UrboyTJ,24602,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
52,"There's Nothing Holdin' Me Back","Shawn Mendes",24428,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
53,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",24403,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
54,"ฝัง (ใน) ใจ",ETC.,24119,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
55,"Despacito - Remix","Luis Fonsi",24032,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
56,Filthy,"Justin Timberlake",22768,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
57,"Bad Luck",Lipta,22610,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
58,Silence,Marshmello,22444,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
59,ยังคิดถึง...(Same),"Marc Tatchapon",22070,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
60,"Galaxy (feat. Kob The X Factor)","D Gerrard",21940,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
61,"There for You","Martin Garrix",21778,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
62,เจ็บจนไม่เข้าใจ,PORTRAIT,21586,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
63,"I Like Me Better",Lauv,21211,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
64,"Symphony (feat. Zara Larsson)","Clean Bandit",20986,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
65,หัวร้อน,"Jazz Spooknickpapiyongkookkook",20481,https://open.spotify.com/track/6tzRbJNdVlD8sQRO0zv5lO
66,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",20474,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
67,"I Found You - Kacha Version","Kacha Nontanun",19817,https://open.spotify.com/track/0oyrBuJpIzn8Um8FzXERex
68,"Strip That Down","Liam Payne",19207,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
69,ครั้งหนึ่งไม่ถึงตาย,KLEAR,19082,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
70,Dreamer,"Axwell /\ Ingrosso",18929,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
71,เรื่องที่ขอ,Lula,18782,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
72,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,18740,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
73,Sober,G-Eazy,18734,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
74,"Galway Girl","Ed Sheeran",18727,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
75,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",18129,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
76,เฉยเมย,YOUNGOHM,18101,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
77,"Super Far",LANY,18069,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
78,Wait,"Maroon 5",17955,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
79,"Lonely Together (feat. Rita Ora)",Avicii,17835,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
80,Believer,"Imagine Dragons",17798,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
81,สารภาพ,Playground,17458,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
82,จดหมาย,"The Toys",17246,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
83,ไม่เป็นไร...เข้าใจ,"Violette Wautier",17243,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
84,"That's What I Like","Bruno Mars",17010,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
85,ก่อนฤดูฝน,"The Toys",16927,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
86,Mama,"Jonas Blue",16453,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
87,"A Different Way (with Lauv)","DJ Snake",16143,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
88,"If You Leave Me Now (feat. Boyz II Men)","Charlie Puth",15919,https://open.spotify.com/track/2iLGgm4O5Hia8aSfSzXS3H
89,Photograph,"Ed Sheeran",15521,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
