,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",31037,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
33,พอ,"Atom Chanakan",30678,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
34,ถอนหายใจ,Mild,30458,https://open.spotify.com/track/1rve7sIFz7JVxwfrisKyP3
35,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",30237,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
36,Anywhere,"Rita Ora",29651,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
37,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",29209,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
38,"ชีวิตเดี่ยว x Getsunova","Bird Thongchai",28981,https://open.spotify.com/track/0fBkUQkG6Kc8ig6aF12ofF
39,หน้าหนาวที่แล้ว,"The Toys",28824,https://open.spotify.com/track/5mVeBv0bUZPJU7kPZcm594
40,"I Miss You (feat. Julia Michaels)","Clean Bandit",28687,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
41,"Let You Down",NF,27968,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
42,Naked,"James Arthur",27687,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
43,"Galaxy (feat. Kob The X Factor)","D Gerrard",27223,https://open.spotify.com/track/0yO5RrszdEpqXhDwyhP6nX
44,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",26886,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
45,"Something Just Like This","The Chainsmokers",26140,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
46,"Rewrite The Stars","Zac Efron",26075,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
47,rockstar,"Post Malone",26070,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
48,Attention,"Charlie Puth",25837,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
49,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",25676,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
50,ฝืนตัวเองไม่เป็น,"Non Tanon",25497,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
51,"Capital Letters","Hailee Steinfeld",23955,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
52,"ฝัง (ใน) ใจ",ETC.,23682,https://open.spotify.com/track/2sO402csNLrYEpiJXlZUCD
53,"God's Plan",Drake,23669,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
54,เป็นทุกอย่าง,"Room 39",23071,https://open.spotify.com/track/54BVTgTpCjK8cRhTFDjHNK
55,"End Game","Taylor Swift",22680,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
56,โลกที่ไม่มีเธอ,PORTRAIT,22671,https://open.spotify.com/track/0fSl800MbFmlLs1aUxx7Z2
57,"Bad Luck",Lipta,22487,https://open.spotify.com/track/6KtTbMttJ8ZtMG6VMds2B2
58,"Look What You Made Me Do","Taylor Swift",21322,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
59,ยังคิดถึง...(Same),"Marc Tatchapon",20937,https://open.spotify.com/track/1OlInnJssr9pXY0Ooa0SDT
60,1-800-273-8255,Logic,20934,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
61,"There for You","Martin Garrix",20901,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
62,"The Good Side","Troye Sivan",20754,https://open.spotify.com/track/5zZw8cn8WKoplKaeMPSvwi
63,"Dusk Till Dawn - Radio Edit",ZAYN,20724,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
64,"There's Nothing Holdin' Me Back","Shawn Mendes",20594,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
65,เจ็บจนไม่เข้าใจ,PORTRAIT,20470,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
66,เก็บรักคืนมา,"TOR+ Saksit",20393,https://open.spotify.com/track/5dIISYlJRzSeU8BhmiQJjl
67,"I Like Me Better",Lauv,19909,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
68,Silence,Marshmello,19397,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
69,เรื่องที่ขอ,Lula,18992,https://open.spotify.com/track/6ZDl7YLiNjey9VOdEM3pok
70,"Symphony (feat. Zara Larsson)","Clean Bandit",18606,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
71,Wait,"Maroon 5",18360,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
72,ครั้งหนึ่งไม่ถึงตาย,KLEAR,18346,https://open.spotify.com/track/1H0gOyCNo1NKWFmM8VMIeN
73,"Strip That Down","Liam Payne",18300,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
74,สารภาพ,Playground,18206,https://open.spotify.com/track/4Gjl7Z9S2LZEnWLeqQh67K
75,"ผู้ต้องหา x Labanoon","Bird Thongchai",18169,https://open.spotify.com/track/4LU78qFBH7vxYIhncaLXHe
76,จดหมาย,"The Toys",17774,https://open.spotify.com/track/2wgGM5bNyPTVI2d7KHmmRw
77,บทสุดท้าย,"BANKK CA$H",17319,https://open.spotify.com/track/0xpkfml0e404bgSA0C9U2T
78,หัวร้อน,"Jazz Spooknickpapiyongkookkook",17273,https://open.spotify.com/track/6tzRbJNdVlD8sQRO0zv5lO
79,"Galway Girl","Ed Sheeran",16917,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
80,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",16696,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
81,"Super Far",LANY,16659,https://open.spotify.com/track/74ODGXs4byLTRdnKGM4s6E
82,เฉยเมย,YOUNGOHM,16520,https://open.spotify.com/track/6XPCoGblXqyvcyp31vzRyL
83,Dreamer,"Axwell /\ Ingrosso",16357,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
84,รังเกียจกันไหม?,UrboyTJ,16110,https://open.spotify.com/track/3uVe6WBnQlTdT6zWs6uPX9
85,"รักกันจนวันสุดท้าย (Happy Ever After) - เพลงประกอบซี่รี่ส์ My Dear Loser ตอน Happy Ever After","Mushroom Hunter",15986,https://open.spotify.com/track/0qLmqFaDCG0e8OwA6ioj21
86,ก่อนฤดูฝน,"The Toys",15903,https://open.spotify.com/track/1oyYuiIundjUzgi0oyBNyB
87,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,15839,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
88,"Tip Toe (feat. French Montana)","Jason Derulo",15754,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
89,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",15692,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
90,Mama,"Jonas Blue",15495,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
91,"As If It's Your Last",BLACKPINK,15352,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
92,"Lonely Together (feat. Rita Ora)",Avicii,15270,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
93,"This Is Me","Keala Settle",15224,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
94,"I Found You - Kacha Version","Kacha Nontanun",14982,https://open.spotify.com/track/0oyrBuJpIzn8Um8FzXERex
95,Photograph,"Ed Sheeran",14898,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
96,"Say You Won't Let Go","James Arthur",14565,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
97,"No Limit",G-Eazy,14413,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
98,"A Different Way (with Lauv)","DJ Snake",14362,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
99,Closer,"The Chainsmokers",14122,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
100,เผด็จเกิร์ล,"Tattoo Colour",14080,https://open.spotify.com/track/6dnXdI7OhOJYvVjlT6pR03
101,"Slow Hands","Niall Horan",14005,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
102,"รู้ยัง - Acoustic Live Session","Ton Thanasit",13913,https://open.spotify.com/track/6ZKJbL6CkzpDDYeY2SPjeQ
103,"Your Song","Rita Ora",13631,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
104,"Nobody Compares To You",Gryffin,13548,https://open.spotify.com/track/0W363qrIc4GwuwOqa0WAEO
105,"That's What I Like","Bruno Mars",13432,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
106,แก..,"Wan Thanakrit",13342,https://open.spotify.com/track/3eUWzObHm3X3Kg59D23J53
107,New,Daya,13283,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK
108,พัง..(ลำพัง),Getsunova,13166,https://open.spotify.com/track/0hTyySmaM27kaBNofAYOdr
109,ลืมไปก่อน,"Buddha Bless",12961,https://open.spotify.com/track/6Rpj87GuuE59nij1NVmpzD
110,"Real Friends","Camila Cabello",12929,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
111,"หัวใจทศกัณฐ์(Devil's Heart)","Keng Tachaya",12894,https://open.spotify.com/track/13OiQUzHROJBNGRxcs7nSu
112,"ไม่อยากเป็นของใคร - เพลงประกอบละคร แหวนดอกไม้","Gypso Ariigantha",12883,https://open.spotify.com/track/22ihZcod3FGKlZP3wibBtG
113,แต่ยังคิดถึง,"Two Popetorn",12766,https://open.spotify.com/track/2d0fVk9SD8Ad0Njn8RSdsM
114,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,12684,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
115,DNA,BTS,12624,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
116,Believer,"Imagine Dragons",12601,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
117,"จะรักกันไปอย่างนี้เลย (Together) - เพลงประกอบซีรี่ส์ #WaysToProtectRelationship","Ann Thitima",12549,https://open.spotify.com/track/03Sf5QZh2XK1PTAh645ap1
118,"BBoom BBoom",MOMOLAND,12532,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
119,"Gucci Gang","Lil Pump",12494,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
120,"Stay With You","Cheat Codes",12469,https://open.spotify.com/track/7q8jJ1XZEliBakZSUMFde5
121,PLEASE,"Atom Chanakan",12420,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
122,"Feels Great (feat. Fetty Wap & CVBZ)","Cheat Codes",12397,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN
123,ไวน์,"Max Jenmana",12363,https://open.spotify.com/track/00Hj710RrsLX5s9bothwlW
124,Congratulations,"Post Malone",12327,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
125,"แค่ฉันมีเธอ (Finn)","Room 39",12276,https://open.spotify.com/track/6jdZsS17zYiXgsRh4wjTP9
126,Unpredictable,"Olly Murs",12076,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
127,"Despacito - Remix","Luis Fonsi",11998,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
128,ผู้ชมที่ดี,MEAN,11967,https://open.spotify.com/track/14ukOd1Rxw8Fi1pqmiNXMa
129,Gashina,SUNMI,11883,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST
130,Sober,G-Eazy,11826,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
131,"ปล่อย (Miss)","Clockwork Motionless",11800,https://open.spotify.com/track/7ihijRsdyrrQQR2iwSdibF
132,"피카부 Peek-A-Boo","Red Velvet",11797,https://open.spotify.com/track/42tFTth2jcF7iSo0RBjfJF
133,"Échame La Culpa","Luis Fonsi",11747,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
134,"I Fall Apart","Post Malone",11723,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
135,ขอโทษที่เป็นแบบนี้,"The Toys",11658,https://open.spotify.com/track/7uylAOouR2pzyM3yaUQpRp
136,Paris,"The Chainsmokers",11630,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
137,BNK48,BNK48,11602,https://open.spotify.com/track/6bpVXb3VkyxsrtWIFvVNSo
138,พอจะรู้,meyou.,11470,https://open.spotify.com/track/4p4SOBQ0fxHYluEcba6Xrq
139,"365 วันกับเครื่องบินกระดาษ",BNK48,11429,https://open.spotify.com/track/2S7cWEBrDeiSd4LF7PfBoT
140,Restart,"Room 39",11364,https://open.spotify.com/track/1pjVBWRTyPG3WXlxTNYT3U
141,กะทันหัน,"Fymme Bongkot",11240,https://open.spotify.com/track/6sxDRIzYz50GJeSYLAODZm
142,"I Just Can't",R3HAB,11179,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS
143,Stay,Zedd,11096,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
144,"Stranger Things",Kygo,11065,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph
145,"Spring Day",BTS,11054,https://open.spotify.com/track/0WNGsQ1oAuHzNTk8jivBKW
146,เพื่อนรัก,"The Parkinson",11051,https://open.spotify.com/track/02ILnpL8IvIa9IQX7sSO9I
147,"XO TOUR Llif3","Lil Uzi Vert",10986,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
148,ฉันมาบอกว่า,"Season Five",10956,https://open.spotify.com/track/7G2WPCQwH9G4f5G9puocK5
149,"Feel It Still","Portugal. The Man",10938,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
150,"คำตอบอยู่ที่หัวใจ - เพลงประกอบ Sotus S The Series","Ton Thanasit",10923,https://open.spotify.com/track/6j7huohIJjGAUMqx7ZBVkS
151,"Sorry Not Sorry","Demi Lovato",10878,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
152,เมื่อวาน,"Oat Pramote",10868,https://open.spotify.com/track/0ZQoB8rzr8sK2Jvkc7rkfT
153,"She Loves Control","Camila Cabello",10859,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
154,"If You Leave Me Now (feat. Boyz II Men)","Charlie Puth",10837,https://open.spotify.com/track/2iLGgm4O5Hia8aSfSzXS3H
155,รถคันเก่า,"Atom Chanakan",10736,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
156,Then,Anne-Marie,10657,https://open.spotify.com/track/2EGJB8bDbbxtvSgJQLwqK7
157,"First Love","Lost Kings",10593,https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
158,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",10444,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
159,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",10339,https://open.spotify.com/track/7HdZY9UJTylIiNcSDFyUDc
160,คนที่คุณก็รู้ว่าใคร,Stamp,10312,https://open.spotify.com/track/3usWyH1du9AWTTxUIMOh79
161,เกี่ยวกันไหม(You?),"Ink Waruntorn",10312,https://open.spotify.com/track/68qmXphVfLhXI6iRyavCLY
162,Energetic,"Wanna One",10273,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76
163,HUMBLE.,"Kendrick Lamar",10267,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
164,"Thinking Out Loud","Ed Sheeran",10218,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
165,"REALLY REALLY",WINNER,10216,https://open.spotify.com/track/02UNF1uo5f0UNgc1qx5XGt
166,พบกันใหม่,Polycat,10205,https://open.spotify.com/track/4IKn1t0eZZzF5mji1vraVI
167,ถ้าหาก,"Two Popetorn",10148,https://open.spotify.com/track/3o5FB7uyNadcadhKe3GP32
168,"Bartier Cardi (feat. 21 Savage)","Cardi B",10030,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
169,"Aitakatta อยากจะได้พบเธอ",BNK48,9971,https://open.spotify.com/track/2zTVmGKsggygR9cvw95Y8B
170,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9961,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
171,Supplies,"Justin Timberlake",9908,https://open.spotify.com/track/4Z6YruMINNspGet1gQyYlK
172,ไม่เป็นไร...เข้าใจ,"Violette Wautier",9862,https://open.spotify.com/track/7KtxFYiCwqzKLcW5D6R4f0
173,Beautiful,"Wanna One",9861,https://open.spotify.com/track/1H0zKZDwR19OGD3zKrwuTG
174,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",9849,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
175,หมายความว่าอะไร,MEAN,9736,https://open.spotify.com/track/63rLjQUFTxemPqACev1by7
176,"ทางของฝุ่น (Dust)","Atom Chanakan",9726,https://open.spotify.com/track/4wPSw3EzJ78opbAhkjurp0
177,จะรักหรือจะร้าย,KLEAR,9671,https://open.spotify.com/track/4xTR0PnYl9LTn0GEnyaYdF
178,ปรารถนาสิ่งใดฤๅ,Cocktail,9549,https://open.spotify.com/track/7bI8PTZQm50SunpI7TqiTS
179,"Ko Ko Bop",EXO,9473,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
180,อ้าว,"Atom Chanakan",9458,https://open.spotify.com/track/6UyPvvQuMzdCvat61plRu6
181,ยังไม่รู้,"Better Weather",9418,https://open.spotify.com/track/2OQQPlUlrSKu2nOPMwTS2c
182,"ฉันต้องคิดถึงเธอแบบไหน (Cloudy)","Ink Waruntorn",9414,https://open.spotify.com/track/3kQuu5smL73wiy4e7RZVNv
183,ใช่มั้ย?,Oui,9312,https://open.spotify.com/track/3qT2ShdjiK8XmluCVvbYyl
184,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,9264,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
185,"Candy Paint","Post Malone",9219,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
186,รอยยิ้ม,Scrubb,9211,https://open.spotify.com/track/4acvfSY2byUOWNhjdtitqP
187,"วู่วาม - Unreleased Version","Season Five",9202,https://open.spotify.com/track/2nAUhnLMltzWOHCnjAUsGd
188,"ให้ฉันดูแลเธอ - เพลงประกอบละคร ผู้ใหญ่ลีกับนางมา","Namm Ronnadet",9186,https://open.spotify.com/track/0SHsueflUc3c6Gs92Ulc2l
189,TOY,"The Toys",9141,https://open.spotify.com/track/2Es5K3EnKVXsGqU8PtZLEL
190,"빨간 맛 Red Flavor","Red Velvet",9102,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO
191,"WHISTLE - KR Ver.",BLACKPINK,9054,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
192,ร่มสีเทา,Whatcharawale,9040,https://open.spotify.com/track/6z56u8jPSSroDFrJVD5cMf
193,ปล่อย,"Pop Pongkool",8971,https://open.spotify.com/track/5eVmR3LXaUuJ4dgXfwcvsx
194,มันเป็นใคร,Polycat,8963,https://open.spotify.com/track/4PXdOchDL7aUZghQobIlhX
195,"I Feel It Coming","The Weeknd",8936,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
196,Location,Khalid,8923,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
197,"Denim Jacket","Maroon 5",8883,https://open.spotify.com/track/7DrmQKVVy5X3MftrdpIVVu
198,ลบ,Oaker,8876,https://open.spotify.com/track/3EClSWULohpJDQKM6VrOly
199,"Labelle - Acoustic","Telex Telexs",8786,https://open.spotify.com/track/55dOUAyuTB3QWo5sKrpsFv
200,"Ain't That Why",R3HAB,8777,https://open.spotify.com/track/6kxmBja0pKhbBXiAMMeXwh
